227697538,"🇬🇩 always positive. womanist. anime. BLM. traveller.",-1
1736787728,"#Activist #Blackhistory365 #BlackLivesMatter #BlackTwitter #community #Culture #Blackpower #BlackCommunity #BlackExcellence #BlackPower #Blackwealth",-1
942750498,"Jesus Christ is my savior proud trump support psalm 46:5 he followed 9/11/16 1:56pm I love my friends and family #teamjesus",1
19889325,"here for my friends. bayern munich&german nt. stars&caps. queer enby poc. she/them/babes. fuck trump, fight fascism, punch nazis, #BLM, #ACAB, #AbolishICE",-1
37217034,"Jet Life. Let’s talk sports. Part-time Basshead. Let your ambition carry you.       #BLACKLIVESMATTER",-1
26569233,"Pop culture, politics, puppies & Pokemon. I like wine and hiking. | 🎓 CSULB | 💼 HR | 🏰 Disneyland AP | #equality 🏳️‍🌈 #resist 🌊 #blacklivesmatter",-1
7318032,"Disruptive sardonic rabble-rouser, PRO #2A, Lover of Capitalism, Aussies, jerky, Halloween, military hardware & stainless steel kitchen appliances. #MAGA #KAG",1
3396317572,"Editor for translated media. Democratic socialist. Bisexual cis male. He/him. Personal account.",-1
420754982,"Psychologist, #neveragain #resistance🌊🌊🌊🌊 🚫DM Impeach Trump! ME TOO, RATIFY THE ERA. BAN ASSAULT WEAPONS NOW!🆘#TeamPatriot.  🚫dating 🚫porn",-1
3207646234,"it hurts me just to think and i dont do pain 🔸 i draw animals  🌻 she/her 🔸 bisexual  🌻 19 🌻 BLM🔸💖10/2/18💖 🌻 art only: @rubino_here🔸pfp @goreyouth_",-1
119859782,"Husband, father, Denver Broncos fan. #MAGA #KAG",1
503300363,"Luchando dia a dia contra el mal humor, republicano, de izquiedas y soñador. Te informo de lo que pasa diariamente. !!Salud y Republica!!......☭☭☭",1
19356064,"Director of Technology, Superpower: Connecting People, Apple Teacher, Dad, Foodie, Musician, speak Spanish, Italian & Catalan, Anti-Trump, Anti-Racist",-1
206803923,"Surrender is your best defeat. God is always Great. Live progressively: it's cool to be humble. My mom's enchiladas rule!! #VivaLaResistance",-1
605977728,"Laura. Disenchanted Millennial. Opera cognoscente. Sometimes I perform Le Nozze di Figaro in the shower. She/her/hers. Black Lives Matter, abolish the police!",-1
20820008,"Formally #BLOCKEDbyTrump. U.S. Marine, YouTuber, host of @IDoubtItPodcast - Voicemail Line - (657) 464-7609",1
956698466,"Conservative,God fearing man.loves camping and fishing and a good fire and a cold one..love politics, .. Ditto head .......   And Big Thrump supporter",1
3219973068,"digital @nyrangers | former @clemsontigers @clemsonfb | washed up @clemsorowing | in a world where you can be anything, be kind | black lives matter",-1
19744091,"Don’t worry, I’m medicated. #planomom #homesbyjenn #sportsarelife #texasreestate #planotxrealtor #proudDemocrat #fiercemother",-1
43552637,"Love my family, UMich, Dodgers, Lakers and especially the Raiders! 45 makes me 🤮 IFB #VoteBlue #FuckCancer",-1
109615969,"I love you 3000 • 
#WhatRadicalizedMe love as an Ally 💜 to LGBT+ 🌈 and saying Black Lives Matter 🖤 •
Family @andrewschull💏 🐱Simba •",-1
19890104,"Feminist. Mom. Lover of books and movies.        I knit🧶to keep sane but will kill for coffee. #FuckTrump",-1
215048241,"U.S. Citizen, hate fake non-partisan political groups. My opinions are mine! #WalkAway #MAGA #OpenOhioNow #AllLivesMatter",1
241621068,"♎️ • 24 • He/Him • #BLM",-1
2890451964,"i'm dizzy (he/any) #freepalestine",-1
631816995,"3'd gen. Union member, retired public servant, current non-union factory employee, Progressive, PLEASE KEEP ME OFF THE FOLLOWBACK LISTS! - #FBR #TheResistance",-1
2521785935,"BLM✊🏾| LIVERPOOL BRUV | CAMPEÓNES DEL MUNDO | I USE THE MAYBE GIF TOO MUCH",-1
160897883,"Mom & Grandmother, loves Bichons, music, gardening, wildlife, nature, writing and watercolor painting. Reformed Republican.",1
139847737,"✩ #BlackLivesMatter ♡ Queer ♡ she/her ✩ Sagittarius ☉ Virgo ☽ Leo ↑",-1
570057983,"I’m a pissed off Democrat. Get that traitor out of the WH. I block bots! resist resistance theresistance.",-1
352439938,"Southern Jewish Woman; like this gator - women of all color are rising up. Our skin is thick and we're not going backwards. #Resistance #VoteBlue 🌊🌊",-1
61090181,"Graduate - University of Bernie Sanders Class of 2016
🌹Proud Democratic Socialist🌹
 #NotMeUs #GoGreen

 LiverpoolFC supporter 

 You'll Never Walk Alone",-1
45813935,"organizing/fundraising for queer justice, wealth redistribution, a free Palestine, etc (she/her)",-1
3191504874,"#BLM / @texastech",-1
3396723897,"USN Ret./Car-hauler,Constitutional Conservative, Pro-life, FairTax, Veterans, Police and 1st Responders. XM Patriot listener #WRTW #NYY #FSU #HTTR  NO PC HERE.",1
38624571,"Jazz Recording Artist, Prohibition Mob #vocal #music #film #TV #swing #blues #jazz #writer #1920s #1930s #history #blacklivesmatter rainforest@robertadonnay.com",-1
33824563,"therapist. wife. dog sitter. book reviewer. workaholic. feminist. democrat. ass kicker. cookie addict",-1
1371246775,"• quinlan & disneyland • she/her • ♑️ jackieb.draws on IG • #BlackLivesMatter",-1
2258022870,"Art and gaming

chai_wolf on Twitch. I don't stream often, but try when I can.

#BlackLivesMatter",-1
465584918,"Husband, Daddy, Musician, cat and dog friend, atheist, DUMP TRUMP!!!...I follow back❤",-1
976707642,"PA State Rep for the 186th Legislative District/ Democratic Whip @pahousedems/ ΦΒΣ / /G\ /M.Ed/ -just a guy from South Philly trying to make my momma proud!",-1
312428361,"🇺🇸 🇺🇸 WOMEN FOR TRUMP 🇺🇸🇺🇸Conservative Grandma #DrainTheSwamp God Family Country Build the Wall NOW!",1
739716050,"Romans 1:16. Unashamed and Texas Raised. Baylor Grad. Black Girls Rock✊🏾 #BlackLivesMatter",-1
151709980,"I really like dogs and magic and I hate guns and bigots. I think that sums it up // 24 // #blacklivesmatter #translivesmatter #guncontrolnow",-1
16753424,"Chairman of the Libertarian Party of West Virginia; LNC Region 5 Alt; Ron Swanson IRL; Cat Daddy to Princess Sofie the Fuzzybutt RT ≠ endorsement",1
3208639151,"I like video games | they/them | 🏳️‍🌈 | BLM",-1
373822188,"Marco Rubio/Nikki Haley fan, Univ. of Washington alum/Husky football fan & God is good--all the time!  #LatinaNotDemocrat  ;-)",-1
3161804704,"Then I was inspired, now I'm sad and tired...#nevertrump #deliverusfromevil #enoughisenough #theresistance  #teampatriot #notmypresident #wakemewhenitsover 🌊",-1
319324512,"Your favorite @953WDAE goons,  @PatDonovanRadio & @AaronJacobson10 are now live Monday - Friday 12-3PM! Lunchtime will never be the same!",1
436753331,"Flight RRT-NPS, EMT-B 🚁  #WalkAway #MAGA “If everyone is thinking alike, then somebody isn’t thinking.” - Gen. Patton",1
21573162,"RN-Poker Player-Certified Smart Ass-music is my boyfriend #SteelersNation #IhaveHeardofMG #LupusChat *Former & recovering Republican* #TheResistance RT≠endorse",1
244417596,"Military wife, mom, grandmother fighting for justice, truth, our planet, our food and our humanity. Black Lives Matter #Blockcult45",-1
47426394,"Gainfully Retired, Peaceful Grandpa #ReconcilligWorks🌈 #PeaceCorps🕊️ #GreenNewDeal🌱 #MedicareForAll🏥 #BlackLivesMatter #Bernie2020🔥 #OurRevolution🌹 #Indivisible",-1
512776013,"REGISTER TO VOTE- Link in my bio 🗳 travel often🧭🧳 teacher 👩🏽‍🏫 Cancer Survivor. Food. Disney. BGSU Alumni. #DCPAlumni #BLM",-1
31615782,"Sometime fast. Sometimes slow. Always goddamn loud! All tweets by Ken. #blackvoicesheard #blacklivesmatter #togetherstrong #fuckracism",-1
749289175,"Pseudo-South Dakotan | Proud child of a Congolese immigrant | Working on household finances | Former @HungerCenter Fellow | @UofMaryland | #BLM | (she/her)",-1
15925432,"Radical Xian Feminist. She/Her, 1w2, extrovert. Host of the Scandalous Gospel Podcast.",-1
345594482,"Tennis, college football, F*** Trump. Not necessarily in that order",1
239299043,"In search of peace, happiness, and funny memes. Not here for your approval. Yes I’m a drag queen sometimes. #BlackLivesMatter",-1
3255291674,"Was a let's Player, now mostly lurks & sometimes makes popular posts. I'm not a smart person. #BLM

Warning I am weird.",-1
3437598831,"🦋 23. mom. | most dope for life. #BLM #LONGLIVEMAC",-1
21030681,"your local bitter ravenclaw. i enjoy crème fraîche, basti schweinsteiger, and reminding you to vote #BidenHarris2020. some call me rizzo. 😘",-1
27772492,"Professional Avoider. 
Politics.Jokes.Music.Animals
#Biden2020",-1
15666089,"empathetic ambivert, funny lady, aries af. #VoteBlueNoMatterWho (she/her)",-1
92570560,"Leftist. Progressive. Intergalactic hero. J'aime consommer régulièrement de l'alcool",-1
2175507120,"I probably left lip gloss on the bong 💨 she/her 🏳️‍🌈 #BLACKLIVESMATTER",-1
226979166,"Indiana Progressive Liberals working together for progressive ideas and change in the Hoosier State.",-1
82695192,"I never thought I'd hate a person more than George W. Bush. I was right. But, #Trump is a close 2nd! #DragTrumpOutInCuffs",1
329437701,"✨. ♏️. CHS 270. Drexel U Alumna. Licensed Cosmetologist. IG: @tre_louis #cashappinbio @cashapp $trelew #blacklivesmatter",-1
92313481,"All Southern. All the time. Writer.  Music Maker. Marketeer. Strategist In Charleston. Kindness trumps all. ♥️🌴",1
39338809,"Long Beach Democrat who does the research and thinks for herself.",-1
397748897,"#JesusIsGOD #Israel #BuildTheWall #NoAmnstyEver #NoListsNorGroups #NotInfringe2A #MAGA #Repeal17A #FairTax #NoChainOrBirthrightCitizenship #NoIslam #NatnlCCW",1
2882711853,"Liberal, feminist reader/editor who likes TLK, Henry Cavill Karlie K, tea, & sports (Bruins, Packers). (she/her) #BlackLivesMatter",-1
372523676,"Christian Conservative #MAGA #KAG #2A #donotcomply",1
522849671,"#MAGA, Jimmie Johnson, Seattle Seahawks, Rickie Fowler, George Strait is King, fishing on the Columbia, soap operas,  #SleepWithMePodcast #2A #GoCougs #GoHawks",1
